model,seed,window_size,runtime,delay,precision,recall,specificity,f1-score,auc,false alarm rate,miss rate,gain,thresh,fold
CostCV,0,3,3.6477631153298717,-0.13636363636363635,0.9545454545454546,0.9545454545454546,0.9999620262778157,0.9545454545454546,0.9772537404116352,0.13636250000946962,0.13636250000946962,-8.333333333333334e-06,0.5,1
CostCV,0,3,3.5826421305556253,0.1411764705882352,0.8421052631578947,0.9411764705882353,0.9998525726079905,0.8888888888888888,0.9705145215981129,0.5294073529779408,0.1764691176593136,-2.777777777777778e-05,0.5,2
CostCV,0,3,3.0399563677862007,1.3333333333333333,1.0,0.8888888888888888,1.0,0.9411764705882353,0.9444444444444444,0.0,0.3333305555787035,-5.555555555555556e-06,0.5,3
CostCV,0,3,3.0611022859277415,1.6713333333333333,0.7222222222222222,0.8666666666666667,0.9997215260373155,0.7878787878787878,0.9331940963519911,0.9999916667361106,0.3999966666944442,-2.5e-05,0.5,4
CostCV,0,3,3.239195795027826,3.074324324324324,0.725,0.7837837837837838,0.9997502894372432,0.7532467532467533,0.8917670366105135,0.8966903972610184,0.6521384707352861,-7.5e-05,0.5,5
CostCV,0,5,4.3990095531187245,1.7727272727272727,0.6785714285714286,0.8636363636363636,0.999657664511221,0.76,0.9316470140737922,1.2272625000852266,0.4090875000284089,-4.1666666666666665e-05,0.5,1
CostCV,0,5,3.9130501872330448,0.7882352941176469,0.8611111111111112,0.9117647058823529,0.999876938222988,0.8857142857142857,0.9558208220526705,0.44117279414828403,0.2647036764889704,-3.0555555555555554e-05,0.5,2
CostCV,0,5,3.9399849641207734,1.3333333333333333,0.8888888888888888,0.8888888888888888,0.999907019990702,0.8888888888888888,0.9443979544397954,0.3333305555787035,0.3333305555787035,-8.333333333333334e-06,0.5,3
CostCV,0,5,3.9314570233704274,3.0046666666666666,0.8571428571428571,0.8,0.9998884239888424,0.8275862068965517,0.8999442119944212,0.3999966666944442,0.5999950000416664,-2.2222222222222223e-05,0.5,4
CostCV,0,5,3.9356036663632503,3.381891891891892,0.7073170731707317,0.7837837837837838,0.9997271300907292,0.7435897435897436,0.8917554569372566,0.9782077061029292,0.6521384707352861,-7.777777777777778e-05,0.5,5
CostCV,0,7,5.210181278906814,0.7272727272727273,0.8,0.9090909090909091,0.999809494780157,0.851063829787234,0.954450201935533,0.6818125000473482,0.27272500001893923,-2.5e-05,0.5,1
CostCV,0,7,5.458708928701946,2.029705882352941,0.8529411764705882,0.8529411764705882,0.9998767319165721,0.8529411764705882,0.9264089541935802,0.44117279414828403,0.44117279414828403,-4.1666666666666665e-05,0.5,2
CostCV,0,7,4.925783929534059,1.3333333333333333,0.8888888888888888,0.8888888888888888,0.9999068641147434,0.8888888888888888,0.9443978765018162,0.3333305555787035,0.3333305555787035,-8.333333333333334e-06,0.5,3
CostCV,0,7,5.618604356445087,3.0046666666666666,0.8571428571428571,0.8,0.9998882369376921,0.8275862068965517,0.8999441184688461,0.3999966666944442,0.5999950000416664,-2.2222222222222223e-05,0.5,4
CostCV,0,7,5.4461367450805795,3.5945945945945947,0.7878787878787878,0.7027027027027027,0.9998405575928752,0.7428571428571429,0.851271630147789,0.5706211618933754,0.8966903972610184,-8.055555555555556e-05,0.5,5
CostCV,0,10,6.413692342380698,0.22727272727272727,0.8461538461538461,1.0,0.9998472116119175,0.9166666666666666,0.9999236058059587,0.5454500000378785,0.0,-1.1111111111111112e-05,0.5,1
CostCV,0,10,5.872885064130861,0.1411764705882352,0.8421052631578947,0.9411764705882353,0.9998517053880376,0.8888888888888888,0.9705140879881364,0.5294073529779408,0.1764691176593136,-2.777777777777778e-05,0.5,2
CostCV,0,10,5.6242350499356,1.3333333333333333,0.8,0.8888888888888888,0.999813258636788,0.8421052631578947,0.9443510737628384,0.666661111157407,0.3333305555787035,-1.1111111111111112e-05,0.5,3
CostCV,0,10,5.621259655014962,1.2046666666666668,0.7647058823529411,0.8666666666666667,0.9997759103641457,0.8125,0.9332212885154062,0.7999933333888885,0.3999966666944442,-2.2222222222222223e-05,0.5,4
CostCV,0,10,5.84295466270732,4.108108108108108,0.78125,0.6756756756756757,0.9998401534526854,0.7246376811594203,0.8377579145641805,0.5706211618933754,0.9782077061029292,-8.61111111111111e-05,0.5,5
CostCV,0,15,8.283037370381116,0.7727272727272727,0.7692307692307693,0.9090909090909091,0.9997698504027618,0.8333333333333334,0.9544303797468354,0.8181750000568178,0.27272500001893923,-2.777777777777778e-05,0.5,1
CostCV,0,15,7.496016809783038,2.059117647058823,0.8529411764705882,0.8529411764705882,0.9998758997269794,0.8529411764705882,0.9264085380987839,0.44117279414828403,0.44117279414828403,-4.1666666666666665e-05,0.5,2
CostCV,0,15,7.392637141830875,1.3333333333333333,0.8888888888888888,0.8888888888888888,0.9999062353492734,0.8888888888888888,0.9443975621190811,0.3333305555787035,0.3333305555787035,-8.333333333333334e-06,0.5,3
CostCV,0,15,7.598003940439912,1.4713333333333334,0.9285714285714286,0.8666666666666667,0.999943741209564,0.896551724137931,0.9333052039381153,0.1999983333472221,0.3999966666944442,-1.388888888888889e-05,0.5,4
CostCV,0,15,7.633391322513059,-2.114864864864865,0.7380952380952381,0.8378378378378378,0.9997477469213658,0.7848101265822784,0.9187927923796018,0.8966903972610184,0.4891038530514646,-6.38888888888889e-05,0.5,5
CostCV,0,30,10.553788430082562,-0.18181818181818182,0.8076923076923077,0.9545454545454546,0.9998057498057498,0.875,0.9771756021756022,0.6818125000473482,0.13636250000946962,-1.9444444444444445e-05,0.5,1
CostCV,0,30,9.494306471519682,-2.7705882352941176,0.8857142857142857,0.9117647058823529,0.9998994469582705,0.8985507246376812,0.9558320764203116,0.3529382353186272,0.2647036764889704,-2.777777777777778e-05,0.5,2
CostCV,0,30,9.681521639734626,1.3333333333333333,0.8,0.8888888888888888,0.9998100664767331,0.8421052631578947,0.944349477682811,0.666661111157407,0.3333305555787035,-1.1111111111111112e-05,0.5,3
CostCV,0,30,9.875871958184392,1.4046666666666667,0.8125,0.8666666666666667,0.9998290598290598,0.8387096774193549,0.9332478632478632,0.5999950000416664,0.3999966666944442,-1.9444444444444445e-05,0.5,4
CostCV,0,30,9.844344305847875,-1.3362162162162161,0.6744186046511628,0.7837837837837838,0.9996748118554306,0.725,0.8917292978196072,1.1412423237867508,0.6521384707352861,-8.333333333333333e-05,0.5,5
CostCV,0,60,14.747112376654377,-0.22727272727272727,0.7777777777777778,0.9545454545454546,0.9997607655502392,0.8571428571428571,0.9771531100478469,0.8181750000568178,0.13636250000946962,-2.2222222222222223e-05,0.5,1
CostCV,0,60,12.797235860139894,-0.06470588235294127,0.9310344827586207,0.7941176470588235,0.9999484004127966,0.8571428571428571,0.8970330237358101,0.1764691176593136,0.6176419118075976,-4.4444444444444447e-05,0.5,2
CostCV,0,60,12.656064221058271,1.3333333333333333,0.7272727272727273,0.8888888888888888,0.9997076023391813,0.8,0.9442982456140351,0.9999916667361105,0.3333305555787035,-1.388888888888889e-05,0.5,3
CostCV,0,60,12.697309540954835,0.138,0.8,0.8,0.9998245614035087,0.8,0.8999122807017543,0.5999950000416664,0.5999950000416664,-2.5e-05,0.5,4
CostCV,0,60,12.76246576517754,4.8954054054054055,0.7714285714285715,0.7297297297297297,0.9998092604072291,0.75,0.8647694950684794,0.6521384707352861,0.8151730884191076,-7.777777777777778e-05,0.5,5
